student_id,semester,gpa,credits
500,Spring 2023,3.056,16
500,Spring 2024,3.267,18
501,Fall 2021,3.494,17
501,Fall 2022,3.064,14
501,Fall 2023,2.736,14
501,Fall 2024,3.394,17
501,Spring 2021,3.175,16
501,Spring 2022,3.29,20
501,Spring 2023,2.525,20
501,Spring 2024,2.967,21
502,Fall 2020,2.673,15
502,Fall 2021,2.88,20
502,Fall 2022,3.02,15
502,Fall 2023,2.886,14
502,Spring 2020,3.035,17
502,Spring 2021,2.806,17
502,Spring 2022,2.51,20
502,Spring 2023,2.869,16
503,Fall 2020,3.529,14
503,Fall 2021,3.215,13
503,Fall 2022,3.55,16
503,Fall 2023,3.126,19
503,Spring 2020,3.092,13
503,Spring 2021,3.505,21
503,Spring 2022,3.071,17
503,Spring 2023,3.5,16
504,Fall 2020,2.088,17
504,Fall 2021,1.486,22
504,Fall 2022,1.625,16
504,Fall 2023,1.867,18
504,Spring 2020,1.968,19
504,Spring 2021,1.7,12
504,Spring 2022,1.694,17
504,Spring 2023,1.465,17
505,Fall 2022,2.608,13
505,Fall 2023,2.862,13
505,Fall 2024,2.436,14
505,Fall 2025,3.109,22
505,Spring 2022,2.76,20
505,Spring 2023,2.986,22
505,Spring 2024,2.817,18
505,Spring 2025,3.057,21
506,Fall 2022,2.86,15
506,Fall 2023,2.876,17
506,Fall 2024,2.747,19
506,Fall 2025,2.608,13
506,Spring 2022,2.7,13
506,Spring 2023,2.465,17
506,Spring 2024,2.7,18
506,Spring 2025,2.656,16
507,Fall 2020,4.0,16
507,Fall 2021,3.883,18
507,Fall 2022,3.931,13
507,Fall 2023,3.842,19
507,Spring 2020,4.0,14
507,Spring 2021,3.838,13
507,Spring 2022,3.842,19
507,Spring 2023,3.817,18
508,Fall 2022,3.389,18
508,Fall 2023,3.165,17
508,Fall 2024,2.936,14
508,Fall 2025,3.485,13
508,Spring 2022,3.2,18
508,Spring 2023,3.122,18
508,Spring 2024,3.0,14
508,Spring 2025,3.171,14
509,Fall 2021,3.4,12
509,Fall 2022,3.679,19
509,Fall 2023,3.786,14
509,Fall 2024,3.617,18
509,Spring 2021,3.857,21
509,Spring 2022,3.756,16
509,Spring 2023,3.581,16
509,Spring 2024,3.806,17
510,Fall 2022,3.476,21
510,Fall 2023,3.49,21
510,Fall 2024,3.367,18
510,Fall 2025,3.236,14
510,Spring 2022,3.567,21
510,Spring 2023,3.323,13
510,Spring 2024,3.44,20
510,Spring 2025,3.764,14
511,Fall 2022,3.067,18
511,Fall 2023,2.637,19
511,Fall 2024,2.862,13
511,Fall 2025,3.0,12
511,Spring 2022,3.069,13
511,Spring 2023,2.955,20
511,Spring 2024,2.675,12
511,Spring 2025,2.825,12
512,Fall 2021,3.73,20
512,Fall 2022,3.486,22
512,Fall 2023,3.625,20
512,Fall 2024,3.095,19
512,Spring 2021,3.655,20
512,Spring 2022,3.608,13
512,Spring 2023,3.329,14
512,Spring 2024,3.432,19
513,Fall 2020,2.217,18
513,Fall 2021,2.369,13
513,Fall 2022,2.037,16
513,Fall 2023,1.921,14
513,Spring 2020,2.414,14
513,Spring 2021,2.475,20
513,Spring 2022,2.25,16
513,Spring 2023,2.105,20
514,Fall 2020,3.438,16
514,Fall 2021,3.436,14
514,Fall 2022,3.21,20
514,Fall 2023,3.1,21
514,Spring 2020,3.325,12
514,Spring 2021,3.518,17
514,Spring 2022,3.3,21
514,Spring 2023,3.329,17
515,Fall 2020,2.9,21
515,Fall 2021,2.616,19
515,Fall 2022,2.7,17
515,Fall 2023,2.394,17
515,Spring 2020,2.389,18
515,Spring 2021,2.668,19
515,Spring 2022,2.724,17
515,Spring 2023,3.035,17
516,Fall 2020,3.016,19
516,Fall 2021,3.183,18
516,Fall 2022,2.869,16
516,Fall 2023,3.14,15
516,Spring 2020,3.677,13
516,Spring 2021,3.392,13
516,Spring 2022,3.0,14
516,Spring 2023,3.214,14
517,Fall 2022,2.69,21
517,Fall 2023,2.522,18
517,Fall 2024,2.174,19
517,Fall 2025,2.555,22
517,Spring 2022,2.611,18
517,Spring 2023,2.433,21
517,Spring 2024,2.284,19
517,Spring 2025,2.487,15
518,Fall 2021,3.513,15
518,Fall 2022,3.586,14
518,Fall 2023,3.482,22
518,Fall 2024,3.386,14
518,Spring 2021,3.5,14
518,Spring 2022,3.183,18
518,Spring 2023,3.419,16
518,Spring 2024,3.71,20
519,Fall 2020,3.235,23
519,Fall 2021,2.912,17
519,Fall 2022,3.205,19
519,Fall 2023,3.05,20
519,Spring 2020,2.79,20
519,Spring 2021,3.235,17
519,Spring 2022,2.984,19
519,Spring 2023,2.921,19
520,Fall 2021,3.35,14
520,Fall 2022,3.092,13
520,Fall 2023,2.7,16
520,Fall 2024,3.236,14
520,Spring 2021,3.059,17
520,Spring 2022,3.043,14
520,Spring 2023,2.812,16
520,Spring 2024,3.014,21
521,Fall 2020,3.138,13
521,Fall 2021,3.28,20
521,Fall 2022,3.1,18
521,Fall 2023,2.757,21
521,Spring 2020,3.174,19
521,Spring 2021,2.675,12
521,Spring 2022,3.124,17
521,Spring 2023,2.79,20
522,Fall 2021,2.386,14
522,Fall 2022,3.056,18
522,Fall 2023,2.7,17
522,Fall 2024,2.85,20
522,Spring 2021,2.811,19
522,Spring 2022,2.236,14
522,Spring 2023,2.977,13
522,Spring 2024,2.608,13
523,Fall 2020,3.28,15
523,Fall 2021,3.559,17
523,Fall 2022,3.45,20
523,Fall 2023,3.078,18
523,Spring 2020,3.811,19
523,Spring 2021,3.415,13
523,Spring 2022,3.267,15
523,Spring 2023,3.165,17
524,Fall 2021,2.895,20
524,Fall 2022,2.869,16
524,Fall 2023,2.788,17
524,Fall 2024,2.721,14
524,Spring 2021,2.91,20
524,Spring 2022,2.786,21
524,Spring 2023,2.936,14
524,Spring 2024,2.871,14
525,Fall 2021,3.067,18
525,Fall 2022,2.95,18
525,Fall 2023,2.5,12
525,Fall 2024,2.7,13
525,Spring 2021,2.867,21
525,Spring 2022,2.478,18
525,Spring 2023,2.5,18
525,Spring 2024,2.906,16
526,Fall 2021,3.358,19
526,Fall 2022,3.14,20
526,Fall 2023,3.262,16
526,Fall 2024,3.323,13
526,Spring 2021,3.373,22
526,Spring 2022,3.053,17
526,Spring 2023,3.467,21
526,Spring 2024,3.325,12
527,Fall 2020,3.943,21
527,Fall 2021,4.0,14
527,Fall 2022,3.947,17
527,Fall 2023,4.0,14
527,Spring 2020,3.85,14
527,Spring 2021,3.786,14
527,Spring 2022,3.867,18
527,Spring 2023,3.9,21
528,Fall 2021,3.157,21
528,Fall 2022,3.439,23
528,Fall 2023,3.5,20
528,Fall 2024,3.488,17
528,Spring 2021,3.62,15
528,Spring 2022,3.678,18
528,Spring 2023,3.7,19
528,Spring 2024,3.742,19
529,Fall 2020,3.464,22
529,Fall 2021,3.657,21
529,Fall 2022,3.625,16
529,Fall 2023,3.806,17
529,Spring 2020,3.764,14
529,Spring 2021,3.7,14
529,Spring 2022,3.56,20
529,Spring 2023,3.359,17
530,Fall 2021,3.85,12
530,Fall 2022,3.685,20
530,Fall 2023,3.746,13
530,Fall 2024,3.7,17
530,Spring 2021,3.736,14
530,Spring 2022,3.85,14
530,Spring 2023,3.835,20
530,Spring 2024,3.8,20
531,Fall 2022,3.736,14
531,Fall 2023,4.0,15
531,Fall 2024,3.85,14
531,Fall 2025,3.925,16
531,Spring 2022,3.905,22
531,Spring 2023,3.883,18
531,Spring 2024,3.85,12
531,Spring 2025,3.682,17
532,Fall 2022,3.891,22
532,Fall 2023,3.841,17
532,Fall 2024,3.371,17
532,Fall 2025,3.612,17
532,Spring 2022,3.95,18
532,Spring 2023,3.394,17
532,Spring 2024,3.414,14
532,Spring 2025,3.386,14
533,Fall 2020,4.0,18
533,Fall 2021,3.931,13
533,Fall 2022,3.936,14
533,Fall 2023,4.0,20
533,Spring 2020,3.85,22
533,Spring 2021,3.778,18
533,Spring 2022,3.931,13
533,Spring 2023,3.936,14
534,Fall 2022,2.8,21
534,Fall 2023,2.407,15
534,Fall 2024,2.3,13
534,Fall 2025,2.575,12
534,Spring 2022,2.65,12
534,Spring 2023,2.686,21
534,Spring 2024,2.479,14
534,Spring 2025,2.5,16
535,Fall 2020,2.753,15
535,Fall 2021,2.479,14
535,Fall 2022,2.74,15
535,Fall 2023,2.95,18
535,Spring 2020,3.021,14
535,Spring 2021,2.829,14
535,Spring 2022,2.7,14
535,Spring 2023,2.653,19
536,Fall 2020,3.321,14
536,Fall 2021,3.387,23
536,Fall 2022,3.379,19
536,Fall 2023,3.3,14
536,Spring 2020,3.479,14
536,Spring 2021,3.371,17
536,Spring 2022,3.1,18
536,Spring 2023,3.069,13
537,Fall 2021,2.628,18
537,Fall 2022,2.981,21
537,Fall 2023,3.18,20
537,Fall 2024,3.0,14
537,Spring 2021,3.05,18
537,Spring 2022,2.876,17
537,Spring 2023,2.778,18
537,Spring 2024,2.572,18
538,Fall 2022,3.723,22
538,Fall 2023,3.611,18
538,Fall 2024,3.545,20
538,Fall 2025,3.233,18
538,Spring 2022,3.756,16
538,Spring 2023,3.49,21
538,Spring 2024,3.624,21
538,Spring 2025,3.65,18
539,Fall 2022,3.373,22
539,Fall 2023,2.835,17
539,Fall 2024,2.767,21
539,Fall 2025,3.1,18
539,Spring 2022,3.0,17
539,Spring 2023,2.894,17
539,Spring 2024,2.954,13
539,Spring 2025,3.24,20
540,Fall 2022,3.894,17
540,Fall 2023,3.753,17
540,Fall 2024,3.65,12
540,Fall 2025,3.685,20
540,Spring 2022,3.777,22
540,Spring 2023,3.589,18
540,Spring 2024,3.933,18
540,Spring 2025,3.9,21
541,Fall 2021,3.245,22
541,Fall 2022,3.15,14
541,Fall 2023,3.147,17
541,Fall 2024,3.1,12
541,Spring 2021,3.339,18
541,Spring 2022,3.117,18
541,Spring 2023,2.9,12
541,Spring 2024,2.909,23
542,Fall 2021,3.714,22
542,Fall 2022,3.525,16
542,Fall 2023,3.588,17
542,Fall 2024,3.254,13
542,Spring 2021,3.436,14
542,Spring 2022,3.7,14
542,Spring 2023,3.465,20
542,Spring 2024,3.018,17
543,Fall 2022,2.789,19
543,Fall 2023,2.813,15
543,Fall 2024,2.513,15
543,Fall 2025,2.494,16
543,Spring 2022,2.7,13
543,Spring 2023,2.564,14
543,Spring 2024,2.608,13
543,Spring 2025,2.35,14
544,Fall 2021,3.069,13
544,Fall 2022,2.544,18
544,Fall 2023,2.835,20
544,Fall 2024,2.567,21
544,Spring 2021,2.625,20
544,Spring 2022,2.883,18
544,Spring 2023,2.91,20
544,Spring 2024,2.94,15
545,Fall 2022,3.525,16
545,Fall 2023,3.612,17
545,Fall 2024,3.041,22
545,Fall 2025,3.5,14
545,Spring 2022,3.353,17
545,Spring 2023,3.487,15
545,Spring 2024,3.06,15
545,Spring 2025,3.225,12
546,Fall 2022,3.233,18
546,Fall 2023,3.06,15
546,Fall 2024,3.588,17
546,Fall 2025,3.5,14
546,Spring 2022,3.5,14
546,Spring 2023,3.323,13
546,Spring 2024,3.4,14
546,Spring 2025,3.262,16
547,Fall 2020,4.0,18
547,Fall 2021,3.584,19
547,Fall 2022,4.0,17
547,Fall 2023,3.569,16
547,Spring 2020,3.931,13
547,Spring 2021,3.909,23
547,Spring 2022,3.85,14
547,Spring 2023,3.862,13
548,Fall 2020,2.967,18
548,Fall 2021,2.8,21
548,Fall 2022,2.489,19
548,Fall 2023,2.661,18
548,Spring 2020,2.335,17
548,Spring 2021,2.684,19
548,Spring 2022,2.894,17
548,Spring 2023,2.531,13
549,Fall 2020,3.441,17
549,Fall 2021,3.478,18
549,Fall 2022,3.244,16
549,Fall 2023,3.787,23
549,Spring 2020,3.867,18
549,Spring 2021,3.287,15
549,Spring 2022,3.189,19
549,Spring 2023,3.623,13
550,Fall 2022,2.854,13
550,Fall 2023,2.867,18
550,Fall 2024,2.738,21
550,Fall 2025,2.594,18
550,Spring 2022,2.92,20
550,Spring 2023,2.752,21
550,Spring 2024,2.395,20
550,Spring 2025,2.675,12
551,Fall 2020,3.133,18
551,Fall 2021,2.859,17
551,Fall 2022,3.092,13
551,Fall 2023,3.29,20
551,Spring 2020,3.286,14
551,Spring 2021,3.248,21
551,Spring 2022,3.353,19
551,Spring 2023,2.811,19
552,Fall 2020,3.431,16
552,Fall 2021,3.447,19
552,Fall 2022,3.614,22
552,Fall 2023,3.572,18
552,Spring 2020,3.063,19
552,Spring 2021,3.564,14
552,Spring 2022,2.923,13
552,Spring 2023,3.253,19
553,Fall 2020,3.46,15
553,Fall 2021,3.225,20
553,Fall 2022,3.386,14
553,Fall 2023,3.35,14
553,Spring 2020,3.3,14
553,Spring 2021,3.371,21
553,Spring 2022,3.071,17
553,Spring 2023,3.167,18
554,Fall 2020,3.133,18
554,Fall 2021,2.214,14
554,Fall 2022,2.929,17
554,Fall 2023,3.017,18
554,Spring 2020,2.65,14
554,Spring 2021,2.967,18
554,Spring 2022,3.0,13
554,Spring 2023,2.832,19
555,Fall 2021,4.0,14
555,Fall 2022,3.955,20
555,Fall 2023,4.0,16
555,Fall 2024,3.947,17
555,Spring 2021,4.0,22
555,Spring 2022,4.0,14
555,Spring 2023,3.746,13
555,Spring 2024,3.736,14
556,Fall 2022,2.985,20
556,Fall 2023,3.016,19
556,Fall 2024,2.62,15
556,Fall 2025,2.654,13
556,Spring 2022,2.593,15
556,Spring 2023,2.742,19
556,Spring 2024,2.515,13
556,Spring 2025,2.553,19
557,Fall 2021,3.236,22
557,Fall 2022,2.712,17
557,Fall 2023,2.668,19
557,Fall 2024,3.25,12
557,Spring 2021,2.779,14
557,Spring 2022,3.0,21
557,Spring 2023,2.937,19
557,Spring 2024,3.187,16
558,Fall 2020,3.0,21
558,Fall 2021,3.0,21
558,Fall 2022,3.288,17
558,Fall 2023,2.908,13
558,Spring 2020,2.323,13
558,Spring 2021,2.931,13
558,Spring 2022,2.7,19
558,Spring 2023,2.49,21
559,Fall 2022,2.8,18
559,Fall 2023,2.75,12
559,Fall 2024,2.841,17
559,Fall 2025,2.208,13
559,Spring 2022,2.867,18
559,Spring 2023,2.894,18
559,Spring 2024,2.554,13
559,Spring 2025,2.386,14
560,Fall 2022,3.475,16
560,Fall 2023,3.0,13
560,Fall 2024,2.815,20
560,Fall 2025,3.268,19
560,Spring 2022,3.438,21
560,Spring 2023,3.464,22
560,Spring 2024,3.423,13
560,Spring 2025,2.929,21
561,Fall 2021,3.871,14
561,Fall 2022,3.276,21
561,Fall 2023,3.465,20
561,Fall 2024,3.247,17
561,Spring 2021,3.586,14
561,Spring 2022,3.608,13
561,Spring 2023,3.3,14
561,Spring 2024,3.637,19
562,Fall 2022,3.586,14
562,Fall 2023,3.7,13
562,Fall 2024,3.55,16
562,Fall 2025,3.363,19
562,Spring 2022,3.757,23
562,Spring 2023,3.7,16
562,Spring 2024,3.494,16
562,Spring 2025,3.25,12
563,Fall 2021,3.0,13
563,Fall 2022,2.478,18
563,Fall 2023,2.914,14
563,Fall 2024,2.936,14
563,Spring 2021,2.871,14
563,Spring 2022,2.764,22
563,Spring 2023,2.533,21
563,Spring 2024,3.0,14
564,Fall 2022,3.1,22
564,Fall 2023,3.055,20
564,Fall 2024,2.752,21
564,Fall 2025,3.236,22
564,Spring 2022,3.225,16
564,Spring 2023,3.219,21
564,Spring 2024,3.021,14
564,Spring 2025,3.092,13
565,Fall 2022,2.55,16
565,Fall 2023,2.264,22
565,Fall 2024,2.3,21
565,Fall 2025,1.94,15
565,Spring 2022,2.482,17
565,Spring 2023,2.407,15
565,Spring 2024,2.335,20
565,Spring 2025,2.236,14
566,Fall 2020,2.464,14
566,Fall 2021,2.311,19
566,Fall 2022,2.243,21
566,Fall 2023,2.0,20
566,Spring 2020,2.613,23
566,Spring 2021,2.186,21
566,Spring 2022,2.12,20
566,Spring 2023,2.633,18
567,Fall 2020,2.319,16
567,Fall 2021,2.195,20
567,Fall 2022,2.231,13
567,Fall 2023,2.325,12
567,Spring 2020,2.611,18
567,Spring 2021,1.889,19
567,Spring 2022,2.474,19
567,Spring 2023,2.677,13
568,Fall 2020,2.41,21
568,Fall 2021,2.223,22
568,Fall 2022,2.0,22
568,Fall 2023,2.1,18
568,Spring 2020,2.515,13
568,Spring 2021,2.319,16
568,Spring 2022,2.37,20
568,Spring 2023,2.321,19
569,Fall 2020,3.064,14
569,Fall 2021,2.647,15
569,Fall 2022,2.7,14
569,Fall 2023,2.416,19
569,Spring 2020,2.665,20
569,Spring 2021,2.633,18
569,Spring 2022,2.36,15
569,Spring 2023,2.225,16
570,Fall 2020,3.62,20
570,Fall 2021,3.231,13
570,Fall 2022,3.436,14
570,Fall 2023,3.5,14
570,Spring 2020,3.483,18
570,Spring 2021,3.407,15
570,Spring 2022,3.285,13
570,Spring 2023,3.039,23
571,Fall 2020,3.195,19
571,Fall 2021,3.14,15
571,Fall 2022,2.936,14
571,Fall 2023,3.086,14
571,Spring 2020,3.329,14
571,Spring 2021,3.392,13
571,Spring 2022,2.875,20
571,Spring 2023,3.15,12
572,Fall 2021,2.421,19
572,Fall 2022,2.82,15
572,Fall 2023,2.194,17
572,Fall 2024,2.433,18
572,Spring 2021,2.127,15
572,Spring 2022,2.124,17
572,Spring 2023,2.214,14
572,Spring 2024,2.386,14
573,Fall 2022,2.643,21
573,Fall 2023,2.323,13
573,Fall 2024,2.55,16
573,Fall 2025,2.616,19
573,Spring 2022,2.514,14
573,Spring 2023,2.979,14
573,Spring 2024,2.305,20
573,Spring 2025,2.738,21
574,Fall 2022,3.414,14
574,Fall 2023,3.129,14
574,Fall 2024,3.025,16
574,Fall 2025,3.576,17
574,Spring 2022,3.519,21
574,Spring 2023,3.255,20
574,Spring 2024,3.109,22
574,Spring 2025,3.544,18
575,Fall 2021,3.55,14
575,Fall 2022,3.52,20
575,Fall 2023,3.673,15
575,Fall 2024,3.681,16
575,Spring 2021,3.424,21
575,Spring 2022,3.521,19
575,Spring 2023,3.436,14
575,Spring 2024,3.544,18
576,Fall 2021,3.209,23
576,Fall 2022,2.92,15
576,Fall 2023,2.88,15
576,Fall 2024,2.963,16
576,Spring 2021,2.833,15
576,Spring 2022,2.876,17
576,Spring 2023,2.7,14
576,Spring 2024,2.487,15
577,Fall 2021,3.039,18
577,Fall 2022,3.135,23
577,Fall 2023,2.986,22
577,Fall 2024,2.868,19
577,Spring 2021,2.65,14
577,Spring 2022,2.763,19
577,Spring 2023,2.75,12
577,Spring 2024,3.018,17
578,Fall 2021,4.0,21
578,Fall 2022,3.757,21
578,Fall 2023,3.889,19
578,Fall 2024,3.91,20
578,Spring 2021,3.862,13
578,Spring 2022,3.959,22
578,Spring 2023,3.742,19
578,Spring 2024,3.9,21
579,Fall 2022,3.057,21
579,Fall 2023,3.186,21
579,Fall 2024,2.6,19
579,Fall 2025,3.045,20
579,Spring 2022,3.305,19
579,Spring 2023,3.168,22
579,Spring 2024,3.247,17
579,Spring 2025,3.1,21
580,Fall 2021,3.025,16
580,Fall 2022,2.711,18
580,Fall 2023,2.47,23
580,Fall 2024,2.229,17
580,Spring 2021,2.257,21
580,Spring 2022,2.395,20
580,Spring 2023,2.141,17
580,Spring 2024,2.171,14
581,Fall 2020,3.92,15
581,Fall 2021,3.862,13
581,Fall 2022,3.646,13
581,Fall 2023,3.7,12
581,Spring 2020,3.85,22
581,Spring 2021,3.394,16
581,Spring 2022,3.824,17
581,Spring 2023,3.817,18
582,Fall 2020,3.39,21
582,Fall 2021,3.0,13
582,Fall 2022,3.389,18
582,Fall 2023,2.954,13
582,Spring 2020,3.306,17
582,Spring 2021,3.029,21
582,Spring 2022,3.348,21
582,Spring 2023,3.5,22
583,Fall 2022,3.014,21
583,Fall 2023,3.276,21
583,Fall 2024,3.07,20
583,Fall 2025,2.86,15
583,Spring 2022,3.22,20
583,Spring 2023,3.214,14
583,Spring 2024,2.958,19
583,Spring 2025,3.214,14
584,Fall 2022,3.35,20
584,Fall 2023,3.282,17
584,Fall 2024,3.446,13
584,Fall 2025,3.25,16
584,Spring 2022,3.395,20
584,Spring 2023,3.22,15
584,Spring 2024,3.086,14
584,Spring 2025,3.08,15
585,Fall 2020,3.131,16
585,Fall 2021,3.0,22
585,Fall 2022,2.795,20
585,Fall 2023,2.729,17
585,Spring 2020,2.977,13
585,Spring 2021,3.041,17
585,Spring 2022,2.923,13
585,Spring 2023,2.712,17
586,Fall 2020,3.554,13
586,Fall 2021,3.605,20
586,Fall 2022,3.485,13
586,Fall 2023,3.908,13
586,Spring 2020,3.675,12
586,Spring 2021,3.588,17
586,Spring 2022,3.56,20
586,Spring 2023,3.463,19
587,Fall 2022,3.894,17
587,Fall 2023,3.171,14
587,Fall 2024,3.614,14
587,Fall 2025,3.588,17
587,Spring 2022,3.387,15
587,Spring 2023,3.45,16
587,Spring 2024,3.436,14
587,Spring 2025,3.64,15
588,Fall 2020,3.52,15
588,Fall 2021,3.156,18
588,Fall 2022,3.5,14
588,Fall 2023,3.319,21
588,Spring 2020,3.276,21
588,Spring 2021,2.769,13
588,Spring 2022,3.247,15
588,Spring 2023,3.264,14
589,Fall 2022,3.122,18
589,Fall 2023,3.463,19
589,Fall 2024,3.285,13
589,Fall 2025,3.162,13
589,Spring 2022,3.348,21
589,Spring 2023,3.438,16
589,Spring 2024,3.187,15
589,Spring 2025,3.285,13
590,Fall 2021,3.223,22
590,Fall 2022,3.333,21
590,Fall 2023,3.476,21
590,Fall 2024,3.433,21
590,Spring 2021,3.15,14
590,Spring 2022,3.28,20
590,Spring 2023,3.332,19
590,Spring 2024,3.124,17
591,Fall 2020,2.9,21
591,Fall 2021,2.767,18
591,Fall 2022,2.678,18
591,Fall 2023,2.76,15
591,Spring 2020,2.495,21
591,Spring 2021,3.106,17
591,Spring 2022,2.85,20
591,Spring 2023,2.515,13
592,Fall 2020,3.442,19
592,Fall 2021,3.4,12
592,Fall 2022,3.386,14
592,Fall 2023,2.943,21
592,Spring 2020,3.5,14
592,Spring 2021,3.206,18
592,Spring 2022,3.181,21
592,Spring 2023,3.389,18
593,Fall 2022,2.7,14
593,Fall 2023,2.684,19
593,Fall 2024,2.323,13
593,Fall 2025,2.559,17
593,Spring 2022,3.055,22
593,Spring 2023,2.808,13
593,Spring 2024,2.46,15
593,Spring 2025,2.805,20
594,Fall 2021,3.03,20
594,Fall 2022,2.86,15
594,Fall 2023,2.871,14
594,Fall 2024,2.813,15
594,Spring 2021,2.867,18
594,Spring 2022,2.984,19
594,Spring 2023,2.5,14
594,Spring 2024,2.867,18
595,Fall 2020,3.0,13
595,Fall 2021,3.236,14
595,Fall 2022,3.436,14
595,Fall 2023,2.793,15
595,Spring 2020,2.929,17
595,Spring 2021,2.628,18
595,Spring 2022,2.876,17
595,Spring 2023,2.968,22
596,Fall 2021,2.182,17
596,Fall 2022,2.185,20
596,Fall 2023,2.075,20
596,Fall 2024,2.468,19
596,Spring 2021,2.3,17
596,Spring 2022,2.5,22
596,Spring 2023,2.327,15
596,Spring 2024,2.117,18
597,Fall 2021,2.616,19
597,Fall 2022,2.7,16
597,Fall 2023,2.171,21
597,Fall 2024,2.392,13
597,Spring 2021,2.391,22
597,Spring 2022,2.319,16
597,Spring 2023,2.485,20
597,Spring 2024,2.673,15
598,Fall 2021,2.774,23
598,Fall 2022,2.972,18
598,Fall 2023,2.947,17
598,Fall 2024,3.056,16
598,Spring 2021,2.838,13
598,Spring 2022,2.835,17
598,Spring 2023,2.929,17
598,Spring 2024,2.441,17
599,Fall 2021,2.239,18
599,Fall 2022,2.172,18
599,Fall 2023,2.111,19
599,Fall 2024,1.395,20
599,Spring 2021,2.188,16
599,Spring 2022,2.554,13
599,Spring 2023,1.68,15
599,Spring 2024,1.931,13
600,Fall 2021,3.605,20
600,Fall 2022,3.414,14
600,Fall 2023,3.323,13
600,Fall 2024,3.133,18
600,Spring 2021,3.522,18
600,Spring 2022,3.506,17
600,Spring 2023,3.806,17
600,Spring 2024,3.554,13
601,Fall 2020,3.15,16
601,Fall 2021,3.613,23
601,Fall 2022,3.567,21
601,Fall 2023,3.325,16
601,Spring 2020,3.723,22
601,Spring 2021,3.75,16
601,Spring 2022,3.567,21
601,Spring 2023,3.677,13
602,Fall 2020,3.0,15
602,Fall 2021,2.436,14
602,Fall 2022,2.535,17
602,Fall 2023,2.611,18
602,Spring 2020,2.611,18
602,Spring 2021,2.487,15
602,Spring 2022,2.564,14
602,Spring 2023,2.756,16
603,Fall 2021,3.489,19
603,Fall 2022,3.092,13
603,Fall 2023,3.289,18
603,Fall 2024,3.448,21
603,Spring 2021,3.665,23
603,Spring 2022,3.265,17
603,Spring 2023,3.453,17
603,Spring 2024,3.535,17
604,Fall 2021,2.883,18
604,Fall 2022,2.984,19
604,Fall 2023,3.023,13
604,Fall 2024,2.815,13
604,Spring 2021,3.107,14
604,Spring 2022,3.237,19
604,Spring 2023,2.65,14
604,Spring 2024,3.0,13
605,Fall 2022,2.925,16
605,Fall 2023,2.756,16
605,Fall 2024,2.981,21
605,Fall 2025,2.794,18
605,Spring 2022,2.858,19
605,Spring 2023,2.92,15
605,Spring 2024,2.9,21
605,Spring 2025,3.045,20
606,Fall 2022,3.233,18
606,Fall 2023,3.264,22
606,Fall 2024,3.176,17
606,Fall 2025,3.5,14
606,Spring 2022,3.44,15
606,Spring 2023,2.8,20
606,Spring 2024,3.319,16
606,Spring 2025,3.277,22
607,Fall 2021,2.554,13
607,Fall 2022,2.61,21
607,Fall 2023,2.236,14
607,Fall 2024,2.315,20
607,Spring 2021,2.959,17
607,Spring 2022,2.7,17
607,Spring 2023,2.763,19
607,Spring 2024,2.746,13
608,Fall 2021,2.676,21
608,Fall 2022,2.595,20
608,Fall 2023,2.518,17
608,Fall 2024,2.629,17
608,Spring 2021,2.868,19
608,Spring 2022,2.936,14
608,Spring 2023,2.225,20
608,Spring 2024,2.363,19
609,Fall 2021,3.485,13
609,Fall 2022,3.386,14
609,Fall 2023,3.771,17
609,Fall 2024,3.6,19
609,Spring 2021,3.5,12
609,Spring 2022,3.554,13
609,Spring 2023,3.677,13
609,Spring 2024,3.805,19
610,Fall 2021,3.112,17
610,Fall 2022,3.235,17
610,Fall 2023,3.375,16
610,Fall 2024,3.305,19
610,Spring 2021,3.594,18
610,Spring 2022,3.206,16
610,Spring 2023,2.938,16
610,Spring 2024,3.15,12
611,Fall 2022,3.013,23
611,Fall 2023,2.953,19
611,Fall 2024,2.4,12
611,Fall 2025,3.105,20
611,Spring 2022,3.075,12
611,Spring 2023,2.7,14
611,Spring 2024,2.944,16
611,Spring 2025,2.842,19
612,Fall 2020,3.857,21
612,Fall 2021,3.94,20
612,Fall 2022,3.729,17
612,Fall 2023,3.57,20
612,Spring 2020,3.914,14
612,Spring 2021,4.0,17
612,Spring 2022,3.753,15
612,Spring 2023,3.668,19
613,Fall 2022,2.843,21
613,Fall 2023,2.423,13
613,Fall 2024,2.485,13
613,Fall 2025,2.685,20
613,Spring 2022,2.677,13
613,Spring 2023,2.753,17
613,Spring 2024,2.621,19
613,Spring 2025,2.684,19
614,Fall 2021,3.15,14
614,Fall 2022,3.329,14
614,Fall 2023,3.016,19
614,Fall 2024,3.267,21
614,Spring 2021,3.467,21
614,Spring 2022,3.535,17
614,Spring 2023,3.165,20
614,Spring 2024,3.15,12
615,Fall 2020,3.159,22
615,Fall 2021,2.728,18
615,Fall 2022,3.158,19
615,Fall 2023,2.925,12
615,Spring 2020,3.088,17
615,Spring 2021,3.305,19
615,Spring 2022,3.206,16
615,Spring 2023,3.0,13
616,Fall 2021,3.88,15
616,Fall 2022,3.545,20
616,Fall 2023,3.573,22
616,Fall 2024,3.595,19
616,Spring 2021,3.7,17
616,Spring 2022,3.468,19
616,Spring 2023,3.286,21
616,Spring 2024,3.682,17
617,Fall 2021,3.165,20
617,Fall 2022,3.564,14
